q301,q302,q303_1,q303_10,q303_11,q303_2,q303_3,q303_4,q303_5,q303_6,q303_7,q303_8,q303_9,q308a,q308b,q308c,q308d,q308e,q309a,q309b,q316,q317,q318a,q320a,q320c,q320d,q321a,q321b,q321c,q321d,q321e,q321f,q322a,q322b,q322c,q322c_new,q322d_new,q322f,q324a,q324b,q324c,q324d,q325a,q325b,q325c,q325d,q325e_new,q325f_new,q326,q327a,q327c,q327d,q327e,q328b,q328d,q328e,q328f,q331a,q331b,q331c,q332a,q332b,q332c,q332e,q334A,q334B,q334C,q334D,q334E,q334F,q335,q401,q414A,q414B,q414C,q414D,q414E,q415a,q415b,q415c,q415d,q416,q417_a,q417_b,q417_c,q417_d,q417_e,q417a_1,q417a_2,q417a_3,q417a_4,q417a_5,q417a_6,q417a_7,q417a_8,q418a,q422a,q422b,q422c,q422d,q422e,q422f,q422g,q422h,q426_1,q426_2,q426_3,q426_4,q426_5,q427_a,q427_b,q427_c,q427_d,qapp_dtrmp,children,edloan,educ,employ,gender,hadjob,hispanic,ideo5,immstat,income,industryclass,investor,marstat,metro,newsint,ownhome,pew_bornagain,pew_churatd,pew_prayer,pew_religimp,pid3,pid7,race,religion,sexuality,trans,union,urbancity,votereg,age,health_ins,military,abbr,state,dem_agree,gop_agree,econ,social,inc3,st_type,fname,lname,loc,cutout
2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,4,4,1,1,0,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,6,7,1,6,8,2,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,5,5,2,5,1,5,5,2,4,2,1,1,1,3,2,4,2,1,1,2,2,1,2,,2,4,5,6,19,2,1,AUSTIN,2,2,2,6,7,4,2,7,1,9,1,2,3,2,1,27,purchased,no,TX,Texas,0.3125,0.609375,0.14285714285714285,0.5,$$,red,Andrea,Snyder,a suburb of Austin,h
2,4,2,2,2,1,2,1,2,2,2,2,2,4,4,3,3,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,5,7,2,7,4,1,5,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,5,5,4,5,5,1,2,4,2,1,2,3,3,4,2,2,2,4,0,2,3,5,2,1,2,2,3,7,10,1,1,LAS VEGAS,1,2,2,6,6,4,1,1,1,10,1,2,2,1,1,58,employer,family_veteran,NV,Nevada,0.84375,0.1875,-0.37142857142857144,-0.9285714285714286,$$,purple,Virginia,Ortega,"Las Vegas, Nevada",a
5,3,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,6,8,8,8,4,2,5,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,3,2,2,1,2,2,3,3,4,3,5,4,4,2,2,1,4,2,1,1,1,3,3,11,2,4,CHICAGO,1,2,2,2,4,2,1,1,1,11,1,2,3,2,1,56,medicaid,no,IL,Illinois,0.5,0.359375,0.02857142857142857,-0.17857142857142858,$,blue,Jessica,Lawrence,a suburb of Chicago,j
4,2,2,1,2,2,2,2,2,2,2,2,2,4,3,3,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,2,6,2,7,5,1,5,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,4,5,,3,3,2,5,3,2,2,3,2,2,3,2,2,4,2,2,6,2,2,,2,2,4,9,18,2,1,DULUTH-SUPERIOR,1,1,2,1,2,1,3,3,1,1,1,2,3,3,1,69,medicare,family_veteran,MN,Minnesota,0.7619047619047619,0.25396825396825395,-0.2571428571428571,-0.6785714285714286,$$,blue,Kimberly,Murphy,"Duluth, Minnesota",j
3,3,2,2,1,2,2,2,2,2,2,2,2,4,3,2,2,3,4,4,1,3,2,1,1,2,1,2,2,2,2,2,2,1,1,,,1,2,2,2,2,2,2,1,2,,,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,4,8,6,3,5,4,3,5,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,4,4,4,4,4,4,2,3,2,2,2,3,3,3,0,2,6,1,2,,2,3,5,5,18,1,5,RICHMOND-PETERSBURG,2,1,2,2,2,1,3,5,1,1,4,2,3,2,1,30,employer,no,VA,Virginia,0.5666666666666667,0.38333333333333336,0.2,-0.5714285714285714,$$,purple,Janet,McCarthy,a suburb of Richmond,d
5,2,2,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,7,5,7,1,7,3,1,5,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,3,3,3,4,4,4,5,3,1,1,2,3,3,1,2,3,3,1,0,2,4,2,2,,2,4,5,1,22,1,5,TUCSON (SIERRA VISTA),3,2,1,5,6,2,2,7,1,1,1,2,3,3,1,23,employer,family_veteran,AZ,Arizona,0.34375,0.578125,0.37142857142857144,0.03571428571428571,$,red,Kathleen,Gross,"Tucson, Arizona",i
2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,3,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,5,8,4,7,6,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,5,4,5,1,1,5,2,1,1,3,2,3,2,3,3,4,3,1,5,2,1,,2,3,5,10,19,1,3,ALBUQUERQUE-SANTA FE,2,2,2,6,7,4,3,3,2,10,1,2,3,1,1,52,no,veteran,NM,New Mexico,0.828125,0.1875,-0.6571428571428571,-0.5,$$,purple,James,Collins,"Albuquerque, New Mexico",U
1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,5,1,2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,,2,1,5,10,18,1,5,SAVANNAH,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,40,employer,serving,GA,Georgia,0.421875,0.515625,0.17142857142857143,0.10714285714285714,$$,red,Donald,Mayo,"Savannah, Georgia",B
1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,,0,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,1,3,5,7,2,7,4,2,,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,4,4,1,5,1,3,3,3,3,1,2,1,2,3,1,3,2,2,2,2,5,7,2,1,2,3,4,6,,2,1,JACKSONVILLE,1,1,2,4,1,1,1,2,1,5,1,2,3,1,2,52,employer,no,FL,Florida,0.5,0.46875,-0.17142857142857143,-0.17857142857142858,$$,purple,Amanda,Roy,"Jacksonville, Florida",e
4,3,2,1,2,2,2,2,2,2,2,2,1,5,4,4,4,4,1,1,1,2,0,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,3,3,7,2,7,7,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,2,3,1,3,3,3,3,2,1,1,1,1,4,4,4,4,4,3,1,3,6,2,1,2,3,5,1,21,2,5,WILMINGTON,3,1,2,6,7,3,3,4,2,12,1,2,3,4,1,45,purchased,no,NC,North Carolina,0.546875,0.421875,-0.08571428571428572,-0.32142857142857145,$,purple,Jessica,Douglas,"Wilmington, North Carolina",e
4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,1,1,1,2,0,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,7,1,7,6,1,5,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,4,5,4,2,2,2,3,1,1,1,1,1,1,3,3,4,1,2,5,1,2,,2,1,4,8,22,1,1,,2,1,2,3,2,2,3,3,1,11,1,2,3,2,1,50,employer,no,NJ,New Jersey,0.8125,0.203125,-0.5428571428571428,-0.6428571428571429,$$,blue,Brittany,Vance,a suburb in New Jersey,h
2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,4,7,2,7,4,3,5,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,3,1,4,1,2,2,3,2,1,3,2,3,2,1,2,2,4,1,2,6,1,1,,2,2,5,8,14,1,1,NEW YORK,1,1,1,2,4,2,1,1,1,2,1,1,3,1,1,30,employer,no,NY,New York,0.4375,0.484375,-0.08571428571428572,0.2857142857142857,$$,blue,Thomas,Compton,"New York, New York",U
2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,0,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,6,7,7,1,7,5,2,3,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,2,2,5,3,2,2,2,1,2,1,3,2,4,3,2,0,2,3,6,1,1,2,4,4,3,9,1,5,FT. SMITH-FAY-SPRNGDL-RGRS,1,2,1,5,5,3,2,6,1,1,1,2,3,1,1,38,medicare,veteran,AR,Arkansas,0.640625,0.390625,-0.42857142857142855,-0.14285714285714285,$,red,Kyle,Ingram,"Ft Smith, Arkansas",C
2,2,2,2,2,2,2,2,2,1,1,2,2,1,5,5,5,5,4,4,2,,0,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,8,8,8,8,8,8,2,,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,3,4,3,4,1,3,5,1,2,1,1,1,2,5,3,3,3,1,4,1,3,7,2,1,2,6,5,5,21,2,1,WACO-TEMPLE-BRYAN,2,2,1,2,1,1,5,8,1,1,1,2,3,1,2,28,medicaid,family_veteran,TX,Texas,0.34375,0.609375,-0.05714285714285714,0.5714285714285714,$$,red,Nicole,Burnett,"Waco, Texas",s
2,1,2,2,2,2,2,2,2,2,1,2,2,4,3,3,2,5,1,1,1,2,0,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,4,1,7,2,6,6,1,5,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,3,2,5,2,3,5,3,3,3,3,3,1,2,4,5,4,0,2,5,1,2,,2,3,5,13,19,1,1,BUFFALO,1,1,2,5,2,2,3,3,1,2,1,2,3,4,1,49,employer,family_veteran,NY,New York,0.765625,0.328125,-0.4,-0.42857142857142855,$$$,blue,Margaret,Woods,"Buffalo, New York",m
4,4,2,2,2,2,2,1,2,2,2,2,2,3,4,3,4,3,1,2,1,1,5,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,4,8,1,8,8,8,2,5,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,5,5,1,2,1,2,4,2,2,1,1,1,1,2,2,3,3,3,0,2,2,6,1,1,2,3,4,3,21,2,5,SANTABARBRA-SANMAR-SANLUOB,3,2,2,5,6,3,3,4,1,11,1,2,2,1,1,55,medicaid,family_veteran,CA,California,0.5,0.515625,-0.14285714285714285,0,$,blue,David,Kelly,"Santabarbra, California",H
4,3,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,2,4,4,1,2,0,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,7,1,1,7,1,3,1,3,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,1,2,3,3,3,3,1,1,1,1,1,3,4,5,5,4,3,2,2,5,2,2,2,5,5,5,18,2,4,HOUSTON,4,2,1,2,1,2,1,1,2,1,1,2,3,2,1,73,medicaid,no,TX,Texas,0.75,0.21875,-0.4,-0.32142857142857145,$$,red,Angela,Joseph,a suburb of Houston,e
6,4,2,2,2,2,2,2,2,2,2,2,2,4,4,5,4,4,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,7,8,2,7,6,1,5,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,5,4,3,4,2,2,5,3,1,2,3,2,3,3,3,3,4,2,2,5,1,2,,2,3,1,9,15,1,1,ORLANDO-DAYTONA BCH-MELBRN,2,1,2,5,3,3,3,5,1,2,1,2,3,2,1,55,employer,no,FL,Florida,0.859375,0.109375,-0.6571428571428571,-0.75,$$,purple,Julie,Brooks,a suburb of Orlando,c
4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,5,6,4,7,5,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,4,1,5,1,1,5,1,1,1,5,1,3,3,4,3,4,0,2,5,1,1,,2,1,5,5,20,1,6,CHICAGO,1,2,2,6,7,4,1,1,1,9,1,2,2,1,1,30,employer,no,IL,Illinois,0.921875,0.125,-0.6857142857142857,-1,$$,blue,Keith,Rush,"Chicago, Illinois",S
3,2,2,2,2,2,2,1,2,2,2,2,2,4,4,5,2,2,4,4,2,,0,1,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,7,3,7,8,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,5,3,1,1,1,2,4,2,1,1,2,1,3,3,4,2,4,0,1,5,6,2,1,2,2,5,1,9,2,5,SEATTLE-TACOMA,2,2,2,2,1,1,1,1,1,1,2,1,3,1,1,50,medicaid,no,WA,Washington,0.75,0.28125,-0.4,-0.42857142857142855,$,blue,Linda,Spears,"Seattle, Washington",q
3,2,2,2,1,2,2,2,2,2,2,2,2,4,4,3,4,4,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,6,7,3,7,6,1,5,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,5,4,2,4,1,1,5,2,2,2,3,2,2,3,2,3,4,0,2,6,1,1,,2,2,4,4,14,1,5,CLEVELAND-AKRON (CANTON),1,2,2,6,6,3,1,2,1,2,4,2,3,2,1,34,employer,no,OH,Ohio,0.859375,0.1875,-0.4857142857142857,-0.8571428571428571,$,purple,Michael,Carr,a suburb of Cleveland,H
4,5,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,1,1,1,3,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,7,2,2,1,3,3,1,5,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,3,4,3,5,1,4,3,2,5,5,5,1,2,5,4,5,5,3,2,2,5,5,2,2,2,5,5,3,21,2,1,CHATTANOOGA,1,2,1,5,1,1,3,5,5,1,1,2,3,2,1,61,no,veteran,TN,Tennessee,0.21875,0.6875,0.6571428571428571,0.39285714285714285,$,red,Heather,Jacobson,a suburb of Chattanooga,s
1,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,3,1,1,2,,0,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,2,2,7,8,6,2,6,3,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,5,2,3,4,1,5,4,1,4,3,1,3,3,1,2,2,2,4,2,2,2,5,2,2,2,5,1,3,16,1,4,CLEVELAND-AKRON (CANTON),1,1,2,6,7,4,2,7,1,11,1,2,3,2,1,76,medicare,family_veteran,OH,Ohio,0.40625,0.484375,0.2,0,$,purple,Heather,Yates,a suburb of Cleveland,e
2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,5,3,3,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,4,5,1,5,1,1,2,1,,2,6,5,1,1,2,3,HARLINGEN-WSLCO-BRNSVL-MCA,4,1,1,1,1,1,4,8,3,9,5,1,2,1,1,36,medicare,no,TX,Texas,0.328125,0.640625,0.11428571428571428,0.6071428571428571,$,red,Michael,Velasquez,"Harlingen, Texas",E
